@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute Linearity numeric
@attribute 'Close to Cam' numeric
@attribute 'Close to Other Face' numeric
@attribute Smile {0,1,2}

@data
670,'2017/02/11 13:50:30:080',11,0.000003,61.106979,522.276794,369.471802,78.033676,56.44096,378.223114,61.481983,377.509521,0,59.987484,207.268677,349.947968,369.423584,1,?,?,?
671,'2017/02/11 13:50:30:236',11,0.000004,60.599239,522.258301,369.023071,63.587742,56.888222,378.283875,60.736126,375.608948,0,60.181488,207.781784,350.44577,369.540009,1,?,?,?
672,'2017/02/11 13:50:30:380',11,0.000006,61.014748,522.828491,369.580322,51.110088,57.456356,378.933441,59.551708,375.562195,0,60.395355,209.669769,351.427002,369.370117,1,?,?,?
673,'2017/02/11 13:50:30:541',11,0.000004,61.199097,522.900879,369.27832,31.44916,57.558105,379.145264,59.880428,375.145569,0,59.951954,208.759369,350.946533,369.561188,1,?,?,?
674,'2017/02/11 13:50:30:674',11,0.000005,60.931793,523.168945,369.59906,20.749929,56.109756,381.537048,56.523743,374.054138,0,59.939247,211.058014,350.421082,370.054504,1,?,?,?
675,'2017/02/11 13:50:30:877',11,0.000004,61.931511,522.803406,369.620361,14.347079,57.676533,381.437897,59.233997,372.895844,0,60.350277,210.641266,349.736145,369.46344,1,?,?,?
676,'2017/02/11 13:50:30:935',11,0.000003,61.489857,522.9422,369.520935,10.593131,57.895046,381.798981,58.677879,371.572266,0,59.799309,211.5466,351.20105,369.594666,1,?,?,?
677,'2017/02/11 13:50:31:119',11,0.000006,60.654205,522.382141,369.47345,8.05481,57.353607,382.98056,57.602104,369.822876,0,60.765553,211.801697,349.181549,368.225433,1,?,?,?
678,'2017/02/11 13:50:31:282',11,0.000007,61.380238,522.759033,369.935974,5.567981,57.555454,385.266785,55.708332,368.846191,0,59.698494,214.006363,350.21817,368.741028,1,?,?,?
679,'2017/02/11 13:50:31:399',11,0.000006,61.300877,523.087891,369.944031,2.395086,58.376186,386.852081,52.989368,367.902161,0,60.882946,214.870544,350.038391,369.071411,1,?,?,?
680,'2017/02/11 13:50:31:579',11,0.000005,61.074333,523.046204,369.958618,1.750678,58.963669,387.922424,50.529724,367.722778,0,60.379181,216.567902,349.454224,368.858551,1,?,?,?
681,'2017/02/11 13:50:31:692',11,0.000004,61.67186,522.399841,369.928101,1.327439,58.599819,387.404358,49.619965,367.50647,0,60.902447,216.620956,350.199493,368.743408,1,?,?,?
682,'2017/02/11 13:50:31:869',11,0.000003,61.219986,522.655334,369.780334,0.838907,58.973949,388.159698,49.639492,367.103516,0,60.469971,216.57666,349.823181,369.201355,1,?,?,?
683,'2017/02/11 13:50:31:983',11,0.000003,61.973473,522.578979,369.623932,0.990088,59.077126,387.490631,50.603928,367.366058,0,60.894024,216.594543,349.784943,368.937592,1,?,?,?
684,'2017/02/11 13:50:32:168',11,0.000005,61.402,522.608643,369.632629,0.796779,58.820065,388.349335,49.845295,367.837555,0,60.56263,216.334656,349.362488,369.071564,1,?,?,?
685,'2017/02/11 13:50:32:281',11,0.000003,61.502415,522.706177,369.795532,0.744348,57.459854,387.076538,50.843334,368.348206,0,60.994221,216.178131,350.174713,369.032196,1,?,?,?
686,'2017/02/11 13:50:32:449',11,0.000002,61.918034,522.236816,369.886047,1.000776,57.303085,383.336365,55.372597,368.38678,0,59.986668,212.738007,350.603699,369.271667,1,?,?,?
687,'2017/02/11 13:50:32:637',11,0.000003,61.041679,522.770386,370.000519,1.767213,58.200699,378.61615,60.54425,367.247192,0,59.720722,207.280426,349.84845,369.409424,1,?,?,?
688,'2017/02/11 13:50:32:746',11,0.000003,61.314064,522.623352,369.700684,2.4903,56.866245,376.013458,61.452465,368.286255,0,59.883549,205.172455,350.608612,369.900818,1,?,?,?
689,'2017/02/11 13:50:32:931',11,0.000005,61.472237,522.605957,369.827545,2.764869,57.066898,372.312744,65.661186,368.158722,0,59.618965,200.203262,348.633301,369.498199,1,?,?,?
690,'2017/02/11 13:50:33:107',11,0.000006,61.877411,523.078125,369.870117,5.743501,56.322327,371.987915,66.71283,366.020691,0,60.282135,198.889053,348.108337,369.355103,1,?,?,?
691,'2017/02/11 13:50:33:234',11,0.000004,61.263264,522.694336,369.990051,6.671233,56.933449,371.324829,67.588547,363.985168,0,60.064777,198.471741,347.752258,369.760803,1,?,?,?
692,'2017/02/11 13:50:33:337',11,0.000002,61.613358,522.924744,369.834473,15.85013,56.661476,371.523071,66.795563,362.953918,0,59.89819,198.246094,347.68454,369.874725,1,?,?,?
693,'2017/02/11 13:50:33:499',11,0.000001,61.520817,523.412598,369.373474,26.80637,57.173237,371.736267,66.329147,362.464905,0,60.046436,198.295349,346.674103,370.108032,1,?,?,?
694,'2017/02/11 13:50:33:687',11,0.000001,62.026337,523.298889,369.84967,34.152309,58.031559,371.23111,66.658936,363.22821,0,60.319664,198.168182,347.405151,370.035034,1,?,?,?
695,'2017/02/11 13:50:33:802',11,0.000001,61.65097,523.370544,370.048737,59.611519,57.711697,371.123505,66.881042,363.10376,0,61.819103,197.126678,347.798981,369.71936,1,?,?,?
696,'2017/02/11 13:50:33:987',11,0.000001,61.273045,523.288269,370.157776,56.21751,57.858276,371.111603,67.351837,362.361389,0,60.979473,197.645142,348.068604,369.769653,1,?,?,?
697,'2017/02/11 13:50:34:103',11,0.000001,62.434994,523.588745,370.039185,76.049736,55.176472,370.040619,68.684654,362.573395,0,60.864178,195.359039,347.067993,369.636169,1,?,?,?
698,'2017/02/11 13:50:34:288',11,0.000001,61.725842,523.813232,370.043152,72.940948,54.605347,371.188965,68.043396,362.531799,0,61.101784,197.891647,347.966797,370.069153,1,?,?,?
699,'2017/02/11 13:50:34:399',11,0.000001,61.6189,523.808899,369.80365,63.561302,54.990383,369.783508,69.452072,363.350037,0,60.604446,195.670212,346.886292,369.596375,1,?,?,?
700,'2017/02/11 13:50:34:581',11,0.000001,61.701191,523.225708,370.198669,68.704712,55.120396,368.451935,70.210686,363.145813,0,59.890224,194.863281,347.565918,370.143127,1,?,?,?
701,'2017/02/11 13:50:34:743',11,0.000001,62.077202,523.728638,369.778717,40.540852,55.942513,367.660278,71.404961,363.401978,0,60.379421,194.488861,347.865479,370.003448,1,?,?,?
702,'2017/02/11 13:50:34:857',11,0.000002,61.782993,524.154785,368.724304,47.678566,56.805637,368.211761,71.415894,363.362335,0,60.347862,194.740173,347.903412,370.395264,1,?,?,?
703,'2017/02/11 13:50:35:045',11,0.000003,62.575008,525.632629,368.189453,53.607075,57.119488,370.132507,72.890152,362.231995,0,59.975552,193.246613,347.175995,370.093628,1,?,?,?
704,'2017/02/11 13:50:35:156',11,0.000012,61.436466,526.624695,366.49176,54.683556,56.677441,373.073486,71.332298,361.380249,0,60.223915,195.657211,347.900909,369.99057,1,?,?,?
705,'2017/02/11 13:53:05:174',12,98.350456,106.042191,85.882034,217.705246,0.012214,125.466713,273.008545,520.857605,177.612671,0.015923,112.514969,46.597076,297.461334,249.305511,?,1,?,?
706,'2017/02/11 13:53:05:271',12,95.96579,106.060844,87.069496,218.911179,0.006876,128.128143,273.130524,520.739014,178.436035,0.004718,112.192482,47.729675,297.090881,248.279633,?,1,?,?
707,'2017/02/11 13:53:05:407',12,95.800797,106.652985,84.925285,218.790924,0.003114,127.11351,274.7229,522.630432,179.428299,0.002415,112.957047,49.473999,296.044891,247.243317,?,1,?,?
708,'2017/02/11 13:53:05:536',12,96.887306,106.860199,86.453255,218.371185,0.002467,128.659256,274.500244,523.434082,179.871414,0.001734,110.422188,50.535461,295.382019,247.017288,?,1,?,?
709,'2017/02/11 13:53:05:644',12,95.447716,107.383369,84.383125,218.450562,0.001951,128.358322,276.902588,524.65918,179.247772,0.000952,109.33017,50.807739,296.398041,246.616547,?,1,?,?
710,'2017/02/11 13:53:05:764',12,94.536591,107.226013,86.515694,219.017151,0.000535,129.315338,275.427917,525.525452,179.599167,0.000892,114.009903,51.459534,295.835968,246.845383,?,1,?,?
711,'2017/02/11 13:53:05:905',12,94.664421,107.040382,85.559669,219.146332,0.000359,130.729828,277.930664,526.415527,178.551666,0.000983,113.698044,53.396637,295.512512,246.727356,?,1,?,?
712,'2017/02/11 13:53:06:010',12,95.933685,106.848198,85.369713,219.392059,0.000408,130.818024,279.38147,529.149353,179.559601,0.001326,112.994476,56.689117,294.505798,245.810272,?,1,?,?
713,'2017/02/11 13:53:06:135',12,95.769089,107.785057,84.863449,220.088821,0.000513,131.828186,281.012207,531.352417,180.007904,0.001914,113.615807,57.352936,295.519958,247.166748,?,1,?,?
714,'2017/02/11 13:53:06:260',12,94.58168,108.677299,85.326576,220.021637,0.000924,132.434586,277.325043,527.955322,178.230835,0.002713,113.856346,55.03299,294.977539,246.315094,?,1,?,?
715,'2017/02/11 13:53:06:370',12,96.00116,106.942398,86.510254,218.88562,0.00197,131.340057,279.904053,531.506836,184.268997,0.003788,113.912415,57.641602,294.897369,246.120697,?,1,?,?
716,'2017/02/11 13:53:06:489',12,95.32653,108.623772,84.903503,220.222443,0.003241,134.910767,276.451294,528.201904,183.961563,0.004891,114.63665,52.15155,295.255432,246.929199,?,1,?,?
717,'2017/02/11 13:53:06:624',12,90.676483,108.412521,84.916832,219.625244,0.002926,135.76413,269.543396,523.615173,179.132446,0.004369,114.536972,46.056213,295.008698,247.211151,?,1,?,?
718,'2017/02/11 13:53:06:735',12,89.749077,109.101341,85.444641,219.745758,0.00194,137.407242,269.094177,524.800781,176.543396,0.001348,110.136147,47.899475,293.826416,246.662582,?,1,?,?
719,'2017/02/11 13:53:06:866',12,93.207741,107.234543,85.273079,219.082809,0.001008,137.282959,268.136719,523.817566,174.484344,0.001324,115.432037,45.636963,294.456238,247.605988,?,1,?,?
720,'2017/02/11 13:53:06:975',12,91.081787,108.454605,85.22184,219.364563,0.000933,140.230301,269.059387,527.144836,175.982986,0.00068,115.812668,45.419128,295.039368,248.785583,?,1,?,?
721,'2017/02/11 13:53:07:092',12,91.746643,108.476685,84.892891,219.636078,0.001074,142.161575,270.447388,528.431519,177.156067,0.000535,114.201447,47.927368,295.154053,247.917603,?,1,?,?
722,'2017/02/11 13:53:07:285',12,93.890266,107.618889,82.302628,219.013611,0.000645,144.854538,272.079285,527.585938,175.531631,0.000418,113.127846,48.580811,294.410034,242.412537,?,1,?,?
723,'2017/02/11 13:53:07:324',12,93.738701,107.780312,85.077202,218.740326,0.000276,144.184311,275.288239,527.105042,174.40152,0.00069,112.398346,53.133575,293.968872,237.8815,?,1,?,?
724,'2017/02/11 13:53:07:463',12,88.560394,109.437973,84.283775,220.04248,0.000196,147.43779,271.761719,530.332031,175.182419,0.000353,112.208992,52.16452,293.554169,231.112854,?,1,?,?
725,'2017/02/11 13:53:07:575',12,78.989479,109.081718,83.779182,218.160828,0.000135,147.207825,275.638947,533.601013,177.087982,0.000175,111.560379,53.064789,294.765442,224.873993,?,1,?,?
726,'2017/02/11 13:53:07:709',12,61.677605,109.42971,82.725616,220.399902,0.00006,150.474609,268.205872,526.689697,173.493652,0.000058,110.707497,46.354309,294.076508,221.317368,?,1,?,?
727,'2017/02/11 13:53:07:815',12,34.74091,108.816689,83.597931,220.026276,0,146.151947,279.835388,538.388,177.215607,0.000019,110.255928,57.716034,292.794769,217.439896,?,1,?,?
728,'2017/02/11 13:53:07:961',12,14.957359,108.46431,82.996201,220.803558,0.000128,149.741577,276.823059,532.816162,178.684814,0.000017,109.10775,55.099884,292.659485,214.576065,?,1,?,?
729,'2017/02/11 13:53:08:054',12,9.110984,109.127495,81.8293,221.966507,0.000113,149.351105,278.597961,530.382446,177.102814,0.000016,110.61618,55.06189,291.925842,213.322693,?,1,?,?
730,'2017/02/11 13:53:08:185',12,9.683913,109.031212,78.120514,226.18013,0.000118,145.601364,278.860657,526.798462,174.001801,0.000022,111.681526,55.123138,289.436707,210.475204,?,1,?,?
731,'2017/02/11 13:53:08:310',12,4.214985,105.705605,78.878731,229.697662,0.000167,142.752441,281.32254,524.288147,173.136108,0.000031,112.810135,53.401489,288.603088,209.830658,?,1,?,?
732,'2017/02/11 13:53:08:391',12,0.894716,104.747726,76.390045,236.458588,0,135.550781,292.303101,529.193787,170.273636,0.000057,113.476486,64.478333,285.526123,210.607605,?,1,?,?
733,'2017/02/11 13:53:08:540',12,0.323753,102.844917,74.65361,236.949783,0,134.049545,296.086914,530.959961,177.871277,0.000044,114.110275,66.462006,283.138153,209.155701,?,1,?,?
734,'2017/02/11 13:53:08:673',12,0.099958,105.009659,76.220322,242.029541,0,133.028595,288.318604,525.472778,192.144897,0.000076,113.846207,63.988861,282.445831,205.016968,?,1,?,?
735,'2017/02/11 13:53:08:787',12,0.022237,102.691391,78.657135,241.225937,0,130.69635,288.343811,526.259094,205.738495,0.000095,113.585976,63.773407,282.081573,200.110199,?,1,?,?
736,'2017/02/11 13:53:08:906',12,0.009593,101.589561,80.910629,242.72641,0.000045,131.024078,284.974792,526.996826,218.164581,0.000091,113.275146,66.538666,281.056213,195.430054,?,1,?,?
737,'2017/02/11 13:53:09:038',12,0.005708,100.079445,83.45121,241.356323,0,130.82283,282.420349,530.871948,225.107574,0.000118,112.644058,70.423889,279.781311,191.728241,?,1,?,?
738,'2017/02/11 13:53:09:137',12,0.00253,99.617775,86.303314,244.840698,0,128.916595,277.458252,530.187378,223.575272,0.000176,113.838074,72.141846,278.570435,189.623154,?,1,?,?
739,'2017/02/11 13:53:09:274',12,0.00069,98.732956,89.08799,249.445496,0,129.480453,274.547241,529.952393,215.366455,0.000136,111.450371,74.670685,277.761871,184.9245,?,1,?,?
740,'2017/02/11 13:53:09:434',12,0.00022,98.619576,93.001457,257.428101,0,127.831726,265.573853,530.353699,205.720245,0.000134,113.58445,76.668884,275.929871,183.173004,?,1,?,?
741,'2017/02/11 13:53:09:516',12,0.000312,100.806747,100.068924,262.36438,0,126.401146,252.576523,529.905396,197.006256,0.000182,114.405685,76.942719,274.965149,185.008545,?,1,?,?
742,'2017/02/11 13:53:09:642',12,0.000742,102.690208,98.186768,260.009888,0,125.562798,254.606628,528.256287,187.878098,0.000168,115.371719,76.809937,273.206512,185.53685,?,1,?,?
743,'2017/02/11 13:53:09:740',12,0.001217,100.581047,95.064072,261.955933,0,123.489639,259.673889,529.258484,179.008301,0.000102,113.523949,77.615387,271.517181,184.6875,?,1,?,?
744,'2017/02/11 13:53:09:870',12,0.002379,100.306671,86.108231,259.858185,0,122.44381,274.986816,526.890503,174.555145,0.000047,114.096565,76.191833,271.442169,183.419846,?,1,?,?
745,'2017/02/11 13:53:09:989',12,0.003031,101.305069,87.411057,258.1026,0,120.791008,272.555298,525.072266,170.645599,0.000035,114.862274,73.987061,271.911377,180.260056,?,1,?,?
746,'2017/02/11 13:53:10:068',12,0.000339,101.189194,83.262825,249.463745,0,120.543686,275.640564,522.911438,168.777023,0.000019,115.000122,74.693665,270.722839,177.93277,?,1,?,?
747,'2017/02/11 13:53:10:215',12,0.000076,100.152641,77.607361,237.52655,0,119.583191,283.775726,521.321899,164.379852,0.000012,114.990814,72.241425,271.01886,175.040222,?,1,?,?
748,'2017/02/11 13:53:10:345',12,0.000023,99.83239,77.507599,226.614838,0,119.709457,285.275604,520.267456,160.503098,0.000012,114.91288,70.384216,271.316528,173.577164,?,1,?,?
749,'2017/02/11 13:53:10:472',12,0.000011,101.588707,72.674294,216.422699,0,117.588531,290.279785,517.668762,157.619186,0.000016,116.219307,72.043671,269.872925,171.05249,?,1,?,?
750,'2017/02/11 13:53:10:592',12,0.00001,97.967323,76.238571,212.433075,0,115.782059,287.669556,515.879578,155.077179,0.000016,116.858749,69.809937,270.301147,168.643036,?,1,?,?
751,'2017/02/11 13:53:10:723',12,0.00004,96.689774,70.949417,208.400253,0,117.459404,292.756042,515.509766,154.009232,0.000027,119.574562,63.140259,271.937866,169.091293,?,1,?,?
752,'2017/02/11 13:53:10:826',12,0.0001,95.455536,70.953987,203.628616,0.002328,122.793579,292.768372,514.756104,154.987732,0.000031,119.398651,62.149048,271.918213,171.151703,?,1,?,?
753,'2017/02/11 13:53:10:959',12,0.000159,93.101372,71.21611,200.983032,0.001359,124.854591,289.31366,513.565063,154.989136,0.000037,120.006195,60.649719,271.104218,174.32547,?,1,?,?
754,'2017/02/11 13:53:11:090',12,0.000224,96.647575,73.087654,197.791122,0.000284,124.763535,284.5065,509.361359,155.071243,0.000057,121.250633,55.102386,273.093811,176.542572,?,1,?,?
755,'2017/02/11 13:53:11:192',12,0.000093,101.832382,74.484726,193.350311,0.000071,123.729988,281.03479,506.692505,154.196716,0.00006,123.703293,52.881531,272.036987,176.581451,?,1,?,?
756,'2017/02/11 13:53:11:325',12,0.000038,100.918945,78.252304,191.545013,0.000011,123.756989,275.347717,506.334045,155.533661,0.000039,124.766724,53.417267,270.738586,176.125854,?,1,?,?
757,'2017/02/11 13:53:11:419',12,0.000017,100.046013,81.882523,195.17041,0.000003,124.219971,268.813568,507.479431,155.816055,0.00005,126.089462,50.759094,272.171631,177.351929,?,1,?,?
758,'2017/02/11 13:53:11:584',12,0.000013,100.640732,79.688362,197.638824,0.000001,125.92028,270.621674,510.855804,158.577133,0.000064,128.59848,52.761292,271.801025,178.510254,?,1,?,?
759,'2017/02/11 13:53:11:679',12,0.000006,100.71904,78.81601,200.908234,0.000001,126.965431,273.429138,512.976074,158.638947,0.000064,129.832352,53.313599,272.504547,179.233276,?,1,?,?
760,'2017/02/11 13:53:11:809',12,0.000011,99.57235,76.837364,202.552826,0,128.846893,274.9328,514.59491,159.74942,0.000074,128.263794,47.241516,276.125061,181.651443,?,1,?,?
761,'2017/02/11 13:53:11:943',12,0.000049,99.728516,78.960365,204.2435,0,127.686493,279.836182,516.496521,159.945969,0.000032,125.387413,54.163757,273.886169,185.920975,?,1,?,?
762,'2017/02/11 13:53:12:062',12,0.000193,100.024506,81.68042,204.166336,0.000001,129.718506,278.131226,517.671509,162.497543,0.000047,129.68631,51.397125,275.013733,190.476563,?,1,?,?
763,'2017/02/11 13:53:12:178',12,0.000687,101.383873,80.922165,203.599197,0.000001,129.357391,279.512939,521.131592,164.605927,0.00004,131.225342,50.532806,276.004944,197.293076,?,1,?,?
764,'2017/02/11 13:53:12:274',12,0.006224,98.632744,80.062561,204.438019,0.000001,130.626221,283.332031,522.533691,165.497192,0.00003,132.199997,53.9487,276.489929,205.301178,?,1,?,?
765,'2017/02/11 13:53:12:431',12,0.020091,101.046127,79.998421,207.011276,0.000001,132.172989,281.904358,523.729858,165.428528,0.000028,131.088791,53.829193,276.422791,213.237152,?,1,?,?
766,'2017/02/11 13:53:12:564',12,0.034351,100.347153,82.021957,200.315521,0.000001,131.361969,282.408447,523.702271,161.258896,0.000067,133.123962,54.942017,276.112946,215.034653,?,1,?,?
767,'2017/02/11 13:53:12:694',12,0.082884,100.238968,81.871643,198.678192,0.000001,130.726379,278.110718,518.868225,157.078705,0.000026,131.866852,50.69989,277.503448,220.273468,?,1,?,?
768,'2017/02/11 13:53:12:799',12,0.137215,100.414108,83.448143,191.600601,0.000002,129.597519,275.817627,518.354553,150.081085,0.000016,134.991562,51.956116,274.19046,219.542511,?,1,?,?
769,'2017/02/11 13:53:12:908',12,0.217596,100.103951,82.123505,188.529175,0.000002,124.740913,274.144989,515.539612,145.104446,0.000015,135.318588,46.937683,276.22229,221.228073,?,1,?,?
770,'2017/02/11 13:53:13:057',12,0.511315,102.45755,81.500336,185.193604,0.000007,123.497055,271.419495,513.397095,143.818283,0.000012,137.205139,40.3125,278.372131,224.755096,?,1,?,?
771,'2017/02/11 13:53:13:186',12,0.490198,102.644646,81.86483,181.515854,0.000029,122.895363,268.199036,510.475647,139.137787,0.000011,136.155487,37.391571,278.679352,227.575928,?,1,?,?
772,'2017/02/11 13:53:13:313',12,0.155321,103.523346,83.118401,175.517761,0.000096,121.389679,266.693787,508.555328,132.760513,0.000009,138.088211,36.484802,279.131958,227.599945,?,1,?,?
773,'2017/02/11 13:53:13:430',12,0.053634,106.203636,78.945099,161.628555,0.000147,120.148537,271.056946,508.91333,119.468513,0.000008,142.373962,36.876678,279.919556,218.189133,?,1,?,?
774,'2017/02/11 13:53:13:562',12,0.009196,105.284401,77.561272,154.468719,0.000587,120.125137,272.548584,502.507019,103.635498,0.000004,140.666595,34.845734,281.080872,212.90979,?,1,?,?
775,'2017/02/11 13:53:13:696',12,0.002599,102.928482,83.719368,157.060959,0.00033,124.995544,266.526001,504.000488,105.553627,0.000003,138.619339,32.744446,283.24762,216.117523,?,1,?,?
776,'2017/02/11 13:53:13:863',12,0.001165,103.63459,80.455521,160.845688,0.000137,123.727737,270.202881,504.430786,105.789673,0.000001,132.018845,37.560272,280.993286,221.381622,?,1,?,?
777,'2017/02/11 13:53:13:953',12,0.001473,99.045578,86.653831,161.378372,0.000028,127.016014,264.724487,503.842957,106.127998,0.000001,133.954254,36.98468,281.629547,223.828247,?,1,?,?
778,'2017/02/11 13:53:14:065',12,0.002111,104.383659,82.873009,166.08699,0.000024,127.592651,271.06955,505.571106,110.361145,0.000001,137.419418,42.242126,281.137451,229.591278,?,1,?,?
779,'2017/02/11 13:53:14:148',12,0.003427,103.535294,82.789078,174.623718,0.000013,128.914627,276.768066,512.107971,118.353134,0.000001,135.68251,49.328003,280.834747,246.444,?,1,?,?
780,'2017/02/11 13:53:14:306',12,0.004431,102.658936,80.146088,177.020111,0.00002,127.839241,279.66391,515.019409,122.902153,0.000001,135.169662,52.388672,281.726715,250.756226,?,1,?,?
781,'2017/02/11 13:53:14:412',12,0.003464,104.34758,82.941414,176.246704,0.000022,125.043457,280.06543,514.426086,123.21032,0.000004,132.106277,51.656982,283.615173,252.101746,?,1,?,?
782,'2017/02/11 13:53:14:572',12,0.004295,104.086678,78.997223,190.57988,0.000053,126.950241,281.524689,520.95459,138.06723,0.000005,133.186584,54.094788,284.361572,265.282837,?,1,?,?
783,'2017/02/11 13:53:14:699',12,0.003693,102.055786,82.727806,201.75206,0.000067,125.316574,276.046356,522.915466,150.436188,0.000008,131.651489,52.283234,287.299072,276.238434,?,1,?,?
784,'2017/02/11 13:53:14:834',12,0.003994,99.062004,83.566772,215.013275,0.000079,127.066284,278.30423,525.947449,162.478958,0.000009,129.713318,53.15274,288.234192,289.38208,?,1,?,?
785,'2017/02/11 13:53:14:951',12,0.003942,97.949394,83.883125,224.475021,0.00019,126.414482,277.393463,526.839355,172.256271,0.000009,126.18,54.267151,288.393494,299.058899,?,1,?,?
786,'2017/02/11 13:53:15:074',12,0.008426,98.322037,85.82357,231.126602,0.00072,126.145264,276.797485,526.822388,180.7715,0.00001,124.897102,53.614502,291.039337,307.85083,?,1,?,?
787,'2017/02/11 13:53:15:199',12,0.007441,96.124275,87.21904,241.092957,0.00381,121.870964,274.57431,529.629517,191.710999,0.000019,123.709534,52.9198,291.608185,319.602692,?,1,?,?
788,'2017/02/11 13:53:15:339',12,0.005902,96.015556,89.785515,249.937057,0.026784,119.763458,270.622253,527.749512,200.323669,0.000033,120.711823,51.657318,292.069977,328.89566,?,1,?,?
789,'2017/02/11 13:53:15:450',12,0.00505,95.180016,91.529053,259.505096,0.081358,119.740028,268.52655,526.452271,209.863205,0.000054,121.673706,51.836273,292.327026,339.415863,?,1,?,?
790,'2017/02/11 13:53:15:580',12,0.003458,94.754402,92.758972,268.379395,0.202168,119.578415,266.774719,524.791504,218.470261,0.000075,119.214043,51.977631,291.851807,349.052856,?,1,?,?
791,'2017/02/11 13:53:15:700',12,0.00155,95.561562,92.157082,272.112213,0.26097,117.377174,266.477051,526.787109,224.765564,0.000091,118.685951,50.741547,292.953033,353.548462,?,1,?,?
792,'2017/02/11 13:53:15:831',12,0.000922,94.260902,92.447327,276.871674,0.18755,117.30117,266.686951,522.585693,228.529434,0.000066,119.801422,49.7901,293.272919,359.642578,?,1,?,?
793,'2017/02/11 13:53:15:965',12,0.000579,94.836708,92.915398,279.466095,0.079799,115.312126,262.532349,518.803711,232.186096,0.000059,118.559586,49.148407,292.02771,365.669434,?,1,?,?
794,'2017/02/11 13:53:16:100',12,0.000296,94.58741,94.945686,282.983276,0.037006,115.687469,261.865692,521.488159,235.412323,0.00005,118.634628,46.891785,293.350739,369.976013,?,1,?,?
795,'2017/02/11 13:53:16:203',12,0.000181,94.9114,94.771515,285.314148,0.010385,114.991127,262.641663,520.617004,237.520325,0.000066,118.717148,48.391022,292.703339,371.772583,?,1,?,?
796,'2017/02/11 13:53:16:327',12,0.000146,95.051582,93.185425,287.849396,0.003627,115.549698,262.222809,520.647949,244.079117,0.000102,118.08503,48.822083,291.808563,374.796295,?,1,?,?
797,'2017/02/11 13:53:16:453',12,0.000093,93.708748,94.110588,291.77002,0.000996,115.660507,260.807098,519.549866,251.316803,0.000162,118.101585,45.857758,292.742371,373.821472,?,1,?,?
798,'2017/02/11 13:53:16:586',12,0.000085,94.046799,95.888893,295.156555,0.000461,115.79071,261.596863,521.821594,256.395172,0.000208,121.89547,45.706299,292.882507,374.472412,?,1,?,?
799,'2017/02/11 13:53:16:700',12,0.000077,94.671738,94.399353,296.315613,0.000309,117.860283,262.868591,522.751465,255.319748,0.000394,123.460442,46.407806,290.422791,377.012756,?,1,?,?
800,'2017/02/11 13:53:16:819',12,0.00007,94.621262,91.455986,294.309814,0.000113,122.870529,266.20697,527.776001,253.290649,0.000387,126.815536,51.174133,286.265747,374.557892,?,1,?,?
801,'2017/02/11 13:53:16:951',12,0.000046,95.978867,91.668976,291.950836,0.000052,129.506546,269.619019,534.255127,249.780487,0.000569,124.578743,52.677795,287.458252,373.466888,?,1,?,?
802,'2017/02/11 13:53:17:081',12,0.000032,98.18882,87.667809,288.547302,0.00003,132.305649,275.821472,537.582764,245.065018,0.000641,126.575394,53.478271,289.579865,365.739838,?,1,?,?
803,'2017/02/11 13:53:17:210',12,0.00005,98.904961,85.956375,288.123566,0.000014,138.781143,280.013062,537.559814,245.10141,0.000615,126.065659,56.078369,289.295929,361.83197,?,1,?,?
804,'2017/02/11 13:53:17:322',12,0.000078,99.204956,84.624199,289.808319,0.00001,137.826431,284.704254,540.935547,245.326782,0.000426,127.317398,57.325317,290.328064,360.430725,?,1,?,?
805,'2017/02/11 13:53:17:443',12,0.000132,99.834373,84.216339,291.425293,0.00001,139.891739,289.123901,543.199097,245.006805,0.000368,129.87413,58.704559,291.591675,358.410583,?,1,?,?
806,'2017/02/11 13:53:17:570',12,0.000315,98.917,83.945847,294.747375,0.000011,140.094193,284.648071,534.331116,242.909393,0.00016,130.267517,53.986206,291.707825,358.136414,?,1,?,?
807,'2017/02/11 13:53:17:704',12,0.000515,100.255196,84.21122,298.64151,0.00001,139.990036,286.989349,543.49762,243.127075,0.000111,132.455399,54.698792,293.353455,359.188416,?,1,?,?
808,'2017/02/11 13:53:17:868',12,0.000351,103.536415,83.651657,291.090698,0.000013,143.407562,289.695557,538.001465,229.732178,0.000076,137.949478,55.106598,296.168823,346.015991,?,1,?,?
809,'2017/02/11 13:53:17:955',12,0.000278,102.762764,83.240372,283.300323,0.000035,140.826004,288.733521,535.449402,219.004059,0.000043,137.110443,52.061096,295.552795,336.751587,?,1,?,?
810,'2017/02/11 13:53:18:072',12,0.000217,99.972855,84.720123,282.841705,0.000072,137.941757,283.105591,534.399963,221.637939,0.000053,135.19696,47.4776,294.481506,339.498901,?,1,?,?
