@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute Linearity numeric
@attribute 'Close to Cam' numeric
@attribute 'Close to Other Face' numeric
@attribute Smile {0,1,2}

@data
811,'2017/02/11 13:53:18:187',12,0.000165,101.253418,82.562141,281.932434,0.000174,134.649002,281.391846,531.142761,218.218933,0.000057,137.160538,42.561035,294.569275,340.567627,?,1,?,?
812,'2017/02/11 13:53:18:352',12,0.000147,102.531006,84.857964,280.117981,0.000296,137.243027,276.107971,535.132935,223.547836,0.000072,138.516083,39.244965,293.247284,337.006165,?,1,?,?
813,'2017/02/11 13:53:18:440',12,0.000139,101.538498,83.681122,278.048065,0.000988,133.502365,273.543884,529.215637,221.909088,0.00005,139.327789,39.291473,291.242432,327.329163,?,1,?,?
814,'2017/02/11 13:53:18:555',12,0.000099,103.363724,80.77597,266.9841,0.0013,132.219574,276.140808,528.277344,212.088425,0.000048,143.921936,36.321594,294.712646,305.471924,?,1,?,?
815,'2017/02/11 13:53:18:686',12,0.000087,104.465775,77.974609,259.72229,0.002185,133.796097,277.558319,528.181091,205.226608,0.000023,141.685593,35.851501,294.044495,292.750702,?,1,?,?
816,'2017/02/11 13:53:18:808',12,0.00009,104.766418,78.334862,250.926514,0.003551,137.029129,280.030182,523.582336,199.89975,0.000015,141.671921,37.141876,293.826202,281.985779,?,1,?,?
817,'2017/02/11 13:53:18:910',12,0.00008,106.756584,77.150856,242.418671,0.009183,137.507919,281.815826,525.477173,189.64064,0.000003,139.780685,40.811981,291.573608,266.929443,?,1,?,?
818,'2017/02/11 13:53:19:028',12,0.000116,105.63385,76.294823,226.849243,0.005422,135.398026,283.760529,527.599915,179.156128,0.000002,139.489548,39.45993,292.680389,252.93396,?,1,?,?
819,'2017/02/11 13:53:19:159',12,0.000169,106.721786,75.462555,218.714691,0.004297,136.25145,284.087402,523.92627,171.549377,0.000002,144.713608,38.339569,292.348694,245.113449,?,1,?,?
820,'2017/02/11 13:53:19:276',12,0.000153,108.041962,74.7808,213.988312,0.002674,134.444641,284.211792,521.810364,165.725952,0.000001,146.43428,37.084229,291.885223,247.982071,?,1,?,?
821,'2017/02/11 13:53:19:396',12,0.000189,106.139481,75.102882,210.624176,0.000971,138.313583,279.84967,514.475769,163.398315,0.000001,144.869278,32.559174,290.514099,255.661469,?,1,?,?
822,'2017/02/11 13:53:19:525',12,0.00054,102.128723,78.294205,206.280869,0.000285,137.914658,281.148315,514.23053,157.417099,0.000004,145.606796,31.535797,290.946899,251.713058,?,1,?,?
823,'2017/02/11 13:53:19:642',12,0.000565,107.240578,74.908157,203.04245,0.000116,136.813675,277.328003,512.216614,154.054382,0.000005,145.859436,29.239014,290.67749,238.062714,?,1,?,?
824,'2017/02/11 13:53:19:777',12,0.000906,96.737221,78.6259,198.075775,0.000044,123.754036,278.845551,518.670898,145.515335,0.000005,144.909485,31.722321,290.461365,225.138519,?,1,?,?
825,'2017/02/11 13:54:12:575',13,0.00008,40.696415,373.65686,212.800842,0.093091,37.122158,247.051575,71.979172,139.637634,0.00057,34.589985,366.919128,489.313538,117.797195,?,0,?,?
826,'2017/02/11 13:54:12:700',13,0.000026,39.91563,374.327271,212.454437,0.10737,39.21246,246.949463,72.763458,143.737,0.000202,34.861732,366.476624,488.897705,117.695107,?,0,?,?
827,'2017/02/11 13:54:12:838',13,0.000002,42.115486,371.957275,211.377548,0.018951,39.84206,240.499329,74.769966,146.06282,0.000273,34.807381,361.075562,488.628662,117.494873,?,0,?,?
828,'2017/02/11 13:54:12:937',13,0,41.354053,374.167053,211.71521,0.012706,39.534485,241.970322,75.670906,147.207138,0.000193,35.45821,361.080566,489.001221,117.262939,?,0,?,?
829,'2017/02/11 13:54:13:061',13,0,41.427158,374.559998,211.91188,0.009163,39.598309,242.843964,74.618011,147.196564,0.000563,35.217896,361.930298,489.041168,116.906082,?,0,?,?
830,'2017/02/11 13:54:13:156',13,0,40.449226,374.28952,211.723602,0.009177,40.242569,240.712112,75.434845,149.215088,0.000729,35.659332,360.075867,488.581909,117.346558,?,0,?,?
831,'2017/02/11 13:54:13:260',13,0,40.089748,373.146698,211.796783,0.003671,40.014297,241.663132,74.495125,149.44751,0.001987,34.868763,362.315063,488.675781,117.032028,?,0,?,?
832,'2017/02/11 13:54:13:390',13,0.000001,40.304604,374.252075,212.419434,0.011494,39.351624,242.283157,74.503662,150.013351,0.002967,35.225502,362.171082,488.745728,117.275383,?,0,?,?
833,'2017/02/11 13:54:13:547',13,0.000001,40.867794,374.006561,212.252747,0.010662,39.77066,240.471573,75.923004,150.644653,0.005588,35.366703,360.229706,488.677979,117.110504,?,0,?,?
834,'2017/02/11 13:54:13:616',13,0.000001,40.93034,373.584381,211.851166,0.005159,39.864677,238.811798,77.524017,151.072205,0.003583,35.493057,358.92157,488.619873,117.069275,?,0,?,?
835,'2017/02/11 13:54:13:746',13,0.000001,40.28463,374.085571,211.518677,0.002893,39.677124,240.753845,77.248184,153.205322,0.004372,34.952724,359.607391,488.344086,116.99144,?,0,?,?
836,'2017/02/11 13:54:13:903',13,0.000001,40.115612,374.903809,212.420441,0.002461,39.787651,238.67067,78.732498,154.798553,0.002205,35.260414,357.580109,488.90506,117.364639,?,0,?,?
837,'2017/02/11 13:54:14:027',13,0.000001,38.734722,375.609528,211.901123,0.002239,39.324959,240.665939,78.157097,156.066574,0.001311,35.322212,357.817566,488.742584,117.528641,?,0,?,?
838,'2017/02/11 13:54:14:122',13,0.000003,39.481705,375.565369,211.836304,0.003141,40.096523,241.360718,77.387123,157.357391,0.001076,35.034878,358.895477,488.964966,117.56575,?,0,?,?
839,'2017/02/11 13:54:14:263',13,0.000004,39.300762,374.530609,212.939178,0.005033,39.562225,238.578796,78.052612,158.882477,0.000551,35.369209,358.194397,489.09137,117.188171,?,0,?,?
840,'2017/02/11 13:54:14:379',13,0.000004,40.900452,372.100952,213.291351,0.011418,39.574287,236.634735,78.000214,159.987885,0.000401,34.773266,358.578491,489.075653,117.331177,?,0,?,?
841,'2017/02/11 13:54:14:474',13,0.000002,40.81744,366.686798,213.944107,0.014875,40.208752,231.017975,76.750648,159.732971,0.000264,35.021854,359.948395,489.625732,117.347809,?,0,?,?
842,'2017/02/11 13:54:14:640',13,0,39.90416,361.454407,216.153488,0.005077,39.531734,225.952118,75.713257,159.182159,0.000191,34.612808,360.046692,489.179962,117.531799,?,0,?,?
843,'2017/02/11 13:54:14:776',13,0,40.582523,357.395447,217.168182,0.002381,40.458462,224.713394,73.718788,159.051788,0.000148,34.662239,362.856964,489.331543,117.680267,?,0,?,?
844,'2017/02/11 13:54:14:878',13,0,39.060013,353.540771,219.247467,0.001648,39.957314,222.602036,72.954033,159.239319,0.000126,34.974434,364.177765,488.867584,117.757263,?,0,?,?
845,'2017/02/11 13:54:14:981',13,0,39.211372,352.215302,219.805786,0.000946,39.49847,222.216751,73.049301,159.003235,0.000133,34.448948,364.152405,489.436646,117.993019,?,0,?,?
846,'2017/02/11 13:54:15:075',13,0,40.44046,357.178986,221.474701,0.001546,40.276829,227.756592,72.204514,158.469818,0.000444,35.005314,364.939209,489.165436,118.276642,?,0,?,?
847,'2017/02/11 13:54:15:199',13,0,40.431225,361.571899,223.519562,0.019174,41.240021,233.314392,70.80471,157.125839,0.000927,34.756493,366.197937,489.332947,118.087524,?,0,?,?
848,'2017/02/11 13:54:15:307',13,0.000002,41.581387,366.58429,226.150864,0.098765,40.193707,242.132324,68.339081,150.153488,0.001424,34.638992,370.501099,491.082733,117.122566,?,0,?,?
849,'2017/02/11 13:54:15:445',13,0.000002,42.847488,370.776062,229.567307,0.374776,40.877544,247.014679,68.23494,145.58223,0.004662,34.959267,372.549805,492.996704,117.36853,?,0,?,?
850,'2017/02/11 13:54:15:572',13,0.000005,41.200233,374.162842,232.16333,3.668168,40.20583,251.037872,66.479195,143.190979,0.007777,35.237469,372.432465,492.635193,117.097626,?,0,?,?
851,'2017/02/11 13:54:15:676',13,0.000004,41.444893,378.275085,235.66214,20.745531,40.434437,257.205536,66.678207,140.68454,0.006047,34.622501,371.551971,491.638855,117.238815,?,0,?,?
852,'2017/02/11 13:54:15:802',13,0.000002,40.426758,379.986053,237.705063,12.923077,39.864876,260.646912,65.818237,140.341675,0.005959,34.627682,371.132324,489.907257,117.04113,?,0,?,?
853,'2017/02/11 13:54:15:936',13,0.000004,41.621075,380.291565,241.8909,5.912449,40.624069,262.088928,64.212654,143.180984,0.00631,34.429153,369.273804,486.801697,117.05835,?,0,?,?
854,'2017/02/11 13:54:16:044',13,0.000006,40.962933,379.212769,245.566406,6.427639,40.735958,262.98996,63.736771,146.710037,0.004831,34.208252,367.083557,483.21756,116.764206,?,0,?,?
855,'2017/02/11 13:54:16:158',13,0.000003,39.464535,377.788605,252.607391,1.893927,40.753609,263.114685,63.50526,150.117676,0.006298,35.315311,364.388672,481.131836,117.357231,?,0,?,?
856,'2017/02/11 13:54:16:301',13,0.000002,43.241894,376.988647,254.720612,0.353638,41.35643,260.273315,63.57196,154.326477,0.007882,34.312332,363.233521,479.860962,118.811081,?,0,?,?
857,'2017/02/11 13:54:16:410',13,0.000002,42.691628,379.383301,256.728821,0.19857,41.103714,259.967438,64.033951,156.585052,0.017584,34.222416,362.293671,478.666229,119.473053,?,0,?,?
858,'2017/02/11 13:54:16:527',13,0,42.005436,379.127258,258.012817,0.213227,41.032742,261.938812,63.895699,158.593506,0.034685,35.138927,362.321716,477.969849,121.981873,?,0,?,?
859,'2017/02/11 13:54:16:684',13,0,41.704029,378.860046,261.829407,0.132069,40.704395,262.2836,64.320625,159.531403,0.032588,35.332134,360.543243,476.421112,121.670738,?,0,?,?
860,'2017/02/11 13:54:16:755',13,0,41.854637,382.539673,266.384979,0.077335,40.998699,267.145325,64.221756,160.286636,0.016271,34.131855,359.582764,475.941193,121.048355,?,0,?,?
861,'2017/02/11 13:54:16:942',13,0.000001,42.800705,384.344421,271.569489,0.119446,41.31255,269.19223,64.616348,160.350739,0.005974,35.429146,357.205688,475.271057,119.173508,?,0,?,?
862,'2017/02/11 13:54:17:054',13,0.000002,42.017246,381.339294,274.779541,0.162215,40.555302,267.482422,65.12249,160.318436,0.002592,35.414993,355.870605,473.603455,117.341507,?,0,?,?
863,'2017/02/11 13:54:17:116',13,0.000004,42.362022,381.347412,275.362885,0.125367,40.96265,263.505249,67.496735,160.808487,0.00048,34.268883,351.222321,470.954346,116.182129,?,0,?,?
864,'2017/02/11 13:54:17:248',13,0.000006,41.15535,378.870209,276.936188,0.183453,40.620384,259.032715,69.909348,161.396301,0.000418,34.268974,345.046387,467.812927,116.871979,?,0,?,?
865,'2017/02/11 13:54:17:407',13,0.000005,40.519897,379.126099,278.476898,0.216375,39.800838,255.529877,72.001556,162.452759,0.000253,34.473446,342.765228,465.871216,115.432159,?,0,?,?
866,'2017/02/11 13:54:17:498',13,0.000001,40.056614,380.041107,275.874695,0.103742,39.756344,252.016342,76.465988,162.754272,0.000259,34.539417,333.892914,462.727173,116.033463,?,0,?,?
867,'2017/02/11 13:54:17:613',13,0,40.510056,381.143738,279.369293,0.094486,38.639008,252.488083,77.940292,162.267197,0.000093,34.819881,330.822052,461.008087,114.90863,?,0,?,?
868,'2017/02/11 13:54:17:771',13,0,41.333996,383.859192,281.156891,0.166797,38.323013,255.560562,78.662521,162.054657,0.000038,34.688164,330.414734,460.388672,113.437485,?,0,?,?
869,'2017/02/11 13:54:17:840',13,0,40.50293,384.148499,284.165619,0.119733,38.923012,256.432007,78.473427,160.685883,0.000018,34.509293,327.376129,458.412964,112.358093,?,0,?,?
870,'2017/02/11 13:54:17:971',13,0,38.914318,383.621033,288.194702,0.167475,39.926647,261.614227,73.923149,160.018341,0.000018,34.231983,330.9711,457.414551,112.648735,?,0,?,?
871,'2017/02/11 13:54:18:086',13,0.000001,39.500805,383.326172,290.598145,0.111103,40.66494,265.430786,69.769821,160.086914,0.000034,33.788563,334.796234,458.247253,112.49411,?,0,?,?
872,'2017/02/11 13:54:18:209',13,0.000001,40.846642,384.393951,290.283813,0.043205,41.302937,272.384003,66.002174,157.415375,0.000042,34.244263,341.963013,460.641815,111.544029,?,0,?,?
873,'2017/02/11 13:54:18:339',13,0.000001,41.558441,386.909485,291.882019,0.039467,40.451641,280.01944,61.044506,156.156693,0.000228,34.733505,350.626007,464.693176,109.898506,?,0,?,?
874,'2017/02/11 13:54:18:434',13,0.000001,41.345146,390.819763,294.279297,0.038751,41.646652,288.513916,56.950325,154.090607,0.000316,35.244732,360.512085,470.14563,107.595016,?,0,?,?
875,'2017/02/11 13:54:18:566',13,0,41.027782,395.479065,296.708282,0.01678,41.373787,296.917297,54.499111,152.9254,0.000341,34.929623,364.972748,473.614838,106.772499,?,0,?,?
876,'2017/02/11 13:54:18:732',13,0.000001,40.502918,402.996765,297.941528,0.027072,41.784843,304.681763,53.71627,149.405106,0.000167,34.358311,371.75769,478.634094,106.422371,?,0,?,?
877,'2017/02/11 13:54:18:815',13,0.000001,40.673042,403.559143,298.321167,0.02619,41.116402,311.217926,52.073563,146.006454,0.000132,34.978287,378.315643,484.129028,107.492088,?,0,?,?
878,'2017/02/11 13:54:18:930',13,0.000002,41.250969,400.925049,298.377716,0.010901,41.495991,306.612152,51.736053,145.689896,0.000142,35.392616,385.933594,491.446869,107.168106,?,0,?,?
879,'2017/02/11 13:54:19:125',13,0.000002,41.91293,400.809509,297.053162,0.00681,41.592686,305.873932,52.180294,147.312119,0.000219,35.295994,391.880066,497.876648,105.972641,?,0,?,?
880,'2017/02/11 13:54:19:203',13,0.000002,42.218456,404.489563,295.700684,0.007859,41.685699,306.410309,53.494678,148.032837,0.000357,35.741276,398.40979,505.995758,105.81601,?,0,?,?
881,'2017/02/11 13:54:19:298',13,0,42.022823,408.290619,295.038971,0.00347,41.06189,309.031036,55.175343,146.789703,0.00056,35.625641,402.901062,512.73114,105.373596,?,0,?,?
882,'2017/02/11 13:54:19:423',13,0,40.632645,412.167145,296.514099,0.003175,40.536774,308.542145,59.384171,147.010147,0.003221,35.80463,402.39679,517.480408,106.957123,?,0,?,?
883,'2017/02/11 13:54:19:531',13,0,41.335495,416.212158,298.023071,0.0077,38.791821,311.339752,62.373665,148.218552,0.002035,36.196518,405.23468,521.468689,109.166557,?,0,?,?
884,'2017/02/11 13:54:19:656',13,0,42.014,420.547729,296.849915,0.007118,39.415863,312.720001,65.547859,151.052963,0.002269,35.742008,402.640686,521.692627,112.554474,?,0,?,?
885,'2017/02/11 13:54:19:816',13,0,42.157188,424.7789,298.080261,0.00979,38.463722,313.379822,68.007744,154.558167,0.002327,35.789825,402.02829,523.259155,118.214737,?,0,?,?
886,'2017/02/11 13:54:19:923',13,0,41.990894,428.046448,298.864105,0.015613,38.304611,316.175507,70.567215,155.621719,0.002962,35.264896,400.724762,523.646912,121.232483,?,0,?,?
887,'2017/02/11 13:54:20:024',13,0,42.147442,428.296448,299.782135,0.009605,38.552547,315.246918,72.01503,156.556839,0.001732,35.340687,397.770752,522.579712,126.42907,?,0,?,?
888,'2017/02/11 13:54:20:176',13,0,41.72575,429.022491,301.007538,0.004684,38.392197,315.202423,73.564926,156.393051,0.003056,35.10667,397.715393,522.775513,131.758698,?,0,?,?
889,'2017/02/11 13:54:20:289',13,0,41.302048,428.57312,301.755066,0.00184,38.541454,314.616974,74.888504,155.92186,0.0023,35.350845,397.268799,522.679504,138.085922,?,0,?,?
890,'2017/02/11 13:54:20:387',13,0,41.729218,428.955322,302.727356,0.001052,37.815308,314.57959,76.832169,153.792908,0.004537,35.656231,396.679535,523.499512,144.834717,?,0,?,?
891,'2017/02/11 13:54:20:540',13,0,42.087811,431.171936,303.418457,0.001028,37.600414,316.811646,77.106171,150.065094,0.003636,35.146389,397.040955,523.764832,150.955688,?,0,?,?
892,'2017/02/11 13:54:20:656',13,0,42.795189,434.938141,302.586365,0.002691,37.579113,322.808289,75.290993,147.091721,0.001765,35.059086,398.69043,523.810059,157.079254,?,0,?,?
893,'2017/02/11 13:54:20:754',13,0,43.675377,436.800446,303.20813,0.003073,37.565331,326.035339,72.950577,146.840393,0.000802,35.781944,401.1763,524.443054,162.333771,?,0,?,?
894,'2017/02/11 13:54:20:897',13,0,42.51363,432.002563,303.798004,0.005139,38.066425,321.38147,71.438431,148.516281,0.00119,35.642124,402.635468,524.858398,165.945923,?,0,?,?
895,'2017/02/11 13:54:21:025',13,0,41.741337,426.74176,300.915955,0.005352,37.84156,317.631897,71.157822,150.416061,0.000442,35.493164,402.760132,524.811279,169.83429,?,0,?,?
896,'2017/02/11 13:54:21:118',13,0,43.383564,416.727661,299.179749,0.007822,37.817013,309.512207,69.863785,147.032425,0.000857,35.041153,403.937012,524.729553,172.776703,?,0,?,?
897,'2017/02/11 13:54:30:398',13,97.278748,39.077698,466.913574,152.500793,99.360954,44.942177,103.71962,386.670166,312.565491,1.304496,37.142712,280.096863,45.925831,278.87442,?,0,?,?
898,'2017/02/11 13:54:30:490',13,97.952179,38.514793,466.444641,158.368668,99.993301,39.760235,98.040977,400.038055,313.39389,6.512299,36.909607,292.610413,47.695084,279.095947,?,0,?,?
899,'2017/02/11 13:54:30:585',13,99.256142,38.09502,465.655029,159.637253,99.999855,39.670586,99.391533,400.388031,316.614166,29.028664,37.060246,293.849091,50.14859,278.182404,?,0,?,?
900,'2017/02/11 13:54:30:715',13,98.847664,37.228828,463.606445,161.33168,99.999954,38.736034,97.355652,399.173218,316.448486,38.944809,37.229183,287.957092,55.079277,277.869171,?,0,?,?
901,'2017/02/11 13:54:30:908',13,98.962082,36.354156,461.694031,158.47374,99.999825,38.747883,99.351128,399.295044,312.95636,45.933193,36.201206,285.013916,57.942261,277.202271,?,0,?,?
902,'2017/02/11 13:54:31:017',13,98.132324,37.325191,459.182495,153.532272,99.998245,40.006992,108.160187,402.933502,317.088989,56.139709,36.43605,286.177521,59.540985,278.305603,?,0,?,?
903,'2017/02/11 13:54:31:211',13,99.420609,37.28751,452.783569,145.957886,99.980705,41.344322,119.953003,406.559143,321.848175,47.894436,36.559132,286.960693,62.491943,280.717194,?,0,?,?
904,'2017/02/11 13:54:31:308',13,74.932182,41.572914,452.538208,143.875092,99.988983,39.967953,123.152313,407.035156,324.839478,75.533333,37.877964,285.563873,63.442039,282.64621,?,0,?,?
905,'2017/02/11 13:54:31:472',13,94.777283,35.969704,457.464539,138.040466,99.994102,40.71183,133.256561,406.694153,327.044373,71.363731,37.513779,284.952545,63.783714,286.234009,?,0,?,?
906,'2017/02/11 13:54:31:660',13,99.665855,36.510017,465.767883,138.554413,99.999359,41.392994,137.697235,407.717773,330.274902,88.628952,37.266674,285.33139,63.949635,289.199249,?,0,?,?
907,'2017/02/11 13:54:31:776',13,99.606873,36.506443,474.713715,140.552353,99.999496,40.869511,135.805206,405.516479,329.90451,82.423531,37.159256,283.969513,64.52562,292.048645,?,0,?,?
908,'2017/02/11 13:54:31:965',13,99.99617,35.786407,483.12204,140.432343,99.999741,40.626591,135.125977,403.410156,328.154968,75.090935,38.255817,282.451294,64.221458,295.263306,?,0,?,?
909,'2017/02/11 13:54:32:109',13,99.993896,36.548523,491.526123,136.261871,99.999344,40.327892,136.48262,403.80365,323.341797,60.613464,37.218899,282.886658,65.498573,296.758026,?,0,?,?
910,'2017/02/11 13:54:32:263',13,99.995514,38.079094,496.632416,131.935516,99.99678,39.237137,140.105667,405.036499,323.790588,67.174805,37.861626,282.186829,65.980103,299.841248,?,0,?,?
911,'2017/02/11 13:54:32:361',13,99.997314,38.340012,503.151978,126.264587,99.956017,39.148365,143.954315,404.647278,321.074677,92.913284,38.174694,281.950226,67.819725,301.951538,?,0,?,?
912,'2017/02/11 13:54:32:584',13,99.998749,37.133659,506.825623,123.221207,99.604813,38.44799,148.12384,406.358795,322.440857,98.23407,38.543453,282.642731,66.447624,304.483215,?,0,?,?
913,'2017/02/11 13:57:46:266',14,0.000005,83.972542,155.328384,148.480118,0.306588,105.589706,228.051178,521.949036,200.838531,0.746189,105.9077,64.163208,309.459106,234.746582,?,?,1,?
914,'2017/02/11 13:57:46:393',14,0.000005,83.916245,155.468643,148.623352,0.312513,105.39241,227.0755,521.50415,200.328125,0.058122,105.167969,62.547729,310.423584,234.512451,?,?,1,?
915,'2017/02/11 13:57:46:516',14,0.000006,84.720871,155.949112,148.567337,0.291487,105.139961,226.41217,522.558777,200.089569,0.044783,104.811394,64.437378,309.798065,234.772614,?,?,1,?
916,'2017/02/11 13:57:46:662',14,0.000004,84.591064,156.510773,149.079544,0.369572,105.337051,226.544006,523.130005,199.305161,0.159949,104.7481,63.466187,310.593414,234.201202,?,?,1,?
917,'2017/02/11 13:57:46:788',14,0.000003,84.521347,156.829529,149.530731,0.229337,105.248108,225.192566,522.00293,199.853256,0.117627,104.439735,61.953156,311.597046,234.405243,?,?,1,?
918,'2017/02/11 13:57:46:911',14,0.000001,85.187592,156.3992,149.872131,0.134397,106.405769,227.417709,523.484619,200.145111,0.100061,104.649086,62.428833,311.854797,233.905396,?,?,1,?
919,'2017/02/11 13:57:47:038',14,0.000001,85.102745,156.952866,149.975815,0.088112,105.139961,229.290237,526.295227,201.219467,0.065731,105.029327,63.747223,312.345917,234.03772,?,?,1,?
920,'2017/02/11 13:57:47:178',14,0.000001,84.726387,156.196564,150.487732,0.074027,105.97934,233.043777,529.045837,203.753754,0.067743,104.308716,67.054077,311.715668,233.790115,?,?,1,?
921,'2017/02/11 13:57:47:320',14,0,85.437325,156.256989,150.179703,0.037667,105.230103,230.125397,527.352234,209.099213,0.043495,104.461426,65.309753,312.974152,233.846939,?,?,1,?
922,'2017/02/11 13:57:47:457',14,0.000001,83.916161,156.456757,150.201965,0.020651,105.903633,231.996323,529.698975,210.032883,0.030535,104.424225,65.547058,314.353699,233.969086,?,?,1,?
923,'2017/02/11 13:57:47:599',14,0.000001,84.666924,157.141403,150.461578,0.016902,106.999191,231.149231,530.160217,210.311676,0.021464,105.234406,62.600983,316.652893,233.370941,?,?,1,?
924,'2017/02/11 13:57:47:768',14,0.000001,84.790649,157.327408,150.574905,0.008179,107.133675,232.187225,532.194031,206.48085,0.005279,103.108803,64.811798,316.709351,231.348297,?,?,1,?
925,'2017/02/11 13:57:47:906',14,0.000001,84.138618,157.617493,150.196152,0.013289,105.538994,232.760101,531.484985,205.102325,0.003118,105.741898,61.002594,320.095398,231.8927,?,?,1,?
926,'2017/02/11 13:57:48:037',14,0.000001,84.367157,156.986633,149.74292,0.015799,107.989326,238.223114,534.746826,205.829102,0.002464,105.75695,64.153717,321.831116,231.516083,?,?,1,?
927,'2017/02/11 13:57:48:209',14,0.000001,83.837708,157.968002,149.944641,0.006712,108.056213,241.561676,537.141357,206.930969,0.001413,105.346947,67.77356,322.55957,230.783508,?,?,1,?
928,'2017/02/11 13:57:48:383',14,0,83.367081,157.036377,149.970886,0.004959,108.979713,243.452621,540.53241,206.572235,0.002973,104.413094,68.191071,323.513519,230.896332,?,?,1,?
929,'2017/02/11 13:57:48:557',14,0.000001,83.004509,157.61525,149.327576,0.001461,109.269745,236.221802,534.188477,207.721436,0.003137,105.835045,62.279388,323.228119,230.57431,?,?,1,?
930,'2017/02/11 13:57:48:707',14,0.000001,83.786087,159.0914,149.93219,0.000612,108.669807,236.4599,537.418457,210.195801,0.003656,105.473381,65.402008,321.557434,230.071121,?,?,1,?
931,'2017/02/11 13:57:48:837',14,0.000001,84.357018,159.684372,150.051117,0.000596,111.184807,233.954483,535.960327,209.088135,0.004787,104.836235,65.558075,319.787506,230.525879,?,?,1,?
932,'2017/02/11 13:57:48:968',14,0.000001,83.48143,159.910233,150.041412,0.000456,112.79583,234.900909,536.722046,209.489624,0.004218,104.80452,66.793945,319.235596,229.676422,?,?,1,?
933,'2017/02/11 13:57:49:111',14,0,84.224045,159.757919,149.543152,0.000175,116.060303,235.482391,539.049744,208.240662,0.002618,101.45475,67.922729,319.029541,230.416748,?,?,1,?
934,'2017/02/11 13:57:49:259',14,0,83.738586,159.758545,150.053757,0.000047,115.5513,238.607132,542.713196,209.993927,0.001828,101.946014,72.227905,317.624298,231.835724,?,?,1,?
935,'2017/02/11 13:57:49:384',14,0.000001,83.291939,160.055832,150.026901,0.000016,116.522789,239.10228,541.744812,208.748917,0.000992,103.012146,72.011292,318.010315,231.235062,?,?,1,?
936,'2017/02/11 13:57:49:526',14,0.000001,83.554794,159.676697,150.691666,0.000006,116.357903,239.114822,541.248657,208.536957,0.0007,103.937813,70.497223,318.77652,231.099396,?,?,1,?
937,'2017/02/11 13:57:49:663',14,0.000001,83.893715,160.110703,150.927216,0.000003,115.306152,237.982452,540.597046,205.570557,0.000768,103.755547,69.460815,320.118561,230.320755,?,?,1,?
938,'2017/02/11 13:57:49:788',14,0.000001,84.697556,158.79776,150.446411,0.000005,112.697777,243.649185,540.088257,194.490631,0.001,103.102081,72.853821,321.213867,228.676468,?,?,1,?
939,'2017/02/11 13:57:49:908',14,0.000001,84.576889,158.181641,151.421066,0.00001,109.872795,242.552231,538.929443,185.552734,0.000699,103.112122,71.815826,321.671692,225.751648,?,?,1,?
940,'2017/02/11 13:57:50:039',14,0.000001,85.128098,156.799637,151.878006,0.000028,108.286087,246.792908,538.689819,180.904526,0.000291,102.563461,74.523682,321.201569,217.72226,?,?,1,?
941,'2017/02/11 13:57:50:161',14,0.000001,85.025284,156.684479,152.082687,0.000109,107.739517,244.74614,537.913452,179.430252,0.000194,102.33654,72.980316,321.323853,212.120605,?,?,1,?
942,'2017/02/11 13:57:50:291',14,0.000001,84.743675,156.457031,151.734436,0.000121,108.166206,244.925293,538.250854,181.811096,0.000106,102.131493,73.263855,321.318512,207.233673,?,?,1,?
943,'2017/02/11 13:57:50:425',14,0,85.009956,156.76178,151.972839,0.000182,107.089813,244.945526,540.011719,183.344864,0.000036,102.121185,72.068451,322.203674,200.809082,?,?,1,?
944,'2017/02/11 13:57:50:549',14,0,85.006691,157.598068,152.744904,0.000121,110.323631,245.421082,542.136108,184.032822,0.000019,101.035316,73.905365,322.614807,198.669327,?,?,1,?
945,'2017/02/11 13:57:50:752',14,0,85.505692,157.709702,153.100449,0.000049,110.991089,249.082809,545.848694,184.002472,0.000015,101.612137,75.155212,324.474915,195.448608,?,?,1,?
946,'2017/02/11 13:57:50:900',14,0,85.980286,159.004639,156.950363,0.000016,112.311676,248.847702,546.637939,183.855621,0.000004,100.678902,71.169495,327.710693,188.547607,?,?,1,?
947,'2017/02/11 13:57:51:030',14,0,85.94648,162.873596,159.894196,0.000008,111.790794,248.024002,549.780151,180.634308,0.000002,100.76709,70.083466,330.159882,186.56604,?,?,1,?
948,'2017/02/11 13:57:51:173',14,0,85.752632,164.589447,167.478882,0.000006,114.22596,247.614975,551.135925,175.961151,0,102.4478,63.187164,338.755798,182.959259,?,?,1,?
949,'2017/02/11 13:57:51:336',14,0,84.699478,167.24321,173.328003,0.000005,113.441193,246.76358,553.360168,169.204529,0,101.172867,63.470795,342.826721,179.356155,?,?,1,?
950,'2017/02/11 13:57:51:480',14,0,84.684769,168.467529,177.507614,0.000003,112.521866,247.910095,551.95105,163.864075,0,101.07016,60.933746,345.629883,177.277832,?,?,1,?
951,'2017/02/11 13:57:51:619',14,0,84.27417,168.511185,176.221573,0.000002,110.37439,249.894257,551.368164,155.356277,0,101.145569,66.603821,344.41925,175.495331,?,?,1,?
